121	127	126	103	125	116	0	126	2	213	
121	127	126	103	124	114	0	126	2	214	
120	127	136	103	125	113	0	126	2	215	
121	127	142	103	125	111	0	127	2	216	
121	127	145	104	125	110	0	127	2	217	
120	127	146	103	125	108	43	127	2	218	
121	127	148	104	125	107	98	126	2	219	
121	127	137	104	125	107	153	127	2	220	
121	127	136	104	125	106	200	127	2	221	
120	127	131	105	125	104	248	126	2	222	
120	127	127	104	125	104	254	127	2	223	
120	127	125	106	124	103	254	125	2	224	
119	127	128	106	124	103	254	126	2	225	
121	127	128	106	125	103	254	127	2	226	
120	127	128	107	125	102	254	126	2	227	
120	127	128	107	125	100	254	127	2	228	
119	126	124	108	124	101	254	126	2	229	
120	127	117	108	125	100	254	127	2	230	
120	127	121	108	124	100	254	127	2	231	
121	127	120	108	125	99	254	127	2	232	
121	127	118	110	125	100	254	127	2	233	
120	127	119	110	125	100	254	127	2	234	
120	127	122	110	124	100	254	127	2	235	
120	127	122	111	124	100	254	127	2	236	
121	127	119	110	124	100	254	126	2	237	
120	128	124	112	124	100	254	127	2	238	
120	127	120	111	124	100	254	127	2	239	
120	127	115	111	124	101	254	127	2	240	
121	127	118	112	125	101	254	127	2	241	
121	127	116	112	124	101	254	127	2	243	
120	127	117	112	124	101	254	127	2	244	
119	127	125	113	125	102	254	126	2	245	
120	127	129	113	124	101	254	127	2	246	
121	127	136	114	125	102	254	127	2	247	
120	127	135	114	124	103	254	127	2	248	
120	126	134	115	125	103	254	127	2	249	
120	127	137	115	124	104	254	127	2	250	
120	127	133	115	124	104	254	127	2	251	
120	127	130	116	124	104	254	127	2	252	
120	127	130	115	124	104	254	127	2	253	
120	127	122	116	124	105	254	126	2	254	
120	127	119	117	124	105	254	127	2	255	
120	127	117	117	125	106	254	126	2	0	
120	127	106	117	124	107	254	127	2	2	
120	127	110	118	125	106	254	127	2	3	
120	127	117	118	124	108	254	126	2	4	
121	127	114	118	125	108	254	126	2	5	
120	127	118	118	125	108	254	127	2	6	
119	127	122	118	125	108	254	126	2	7	
120	127	125	119	125	109	254	127	2	8	
120	127	128	119	124	109	254	126	2	9	
120	127	129	119	125	109	254	126	2	10	
120	127	129	119	124	111	254	126	2	11	
120	128	136	120	124	111	254	126	2	12	
120	127	130	120	125	110	254	127	2	13	
121	127	130	120	124	112	254	126	2	14	
120	127	128	120	125	111	254	126	2	15	
121	127	126	120	125	112	254	126	2	16	
120	127	117	121	125	113	254	127	2	17	
120	127	118	121	124	113	254	126	2	18	
121	127	110	121	125	114	254	127	2	19	
120	127	110	121	125	115	254	125	2	21	
121	127	112	121	125	114	254	126	2	22	
119	127	119	122	124	115	254	126	2	23	
121	127	119	122	125	115	254	126	2	24	
121	127	125	122	124	115	254	125	2	25	
120	127	118	122	125	116	254	126	2	26	
121	127	120	122	124	116	254	126	2	27	
120	128	118	123	125	117	254	126	2	28	
121	127	123	123	125	117	254	126	2	29	
121	127	126	123	124	116	254	126	2	30	
120	127	129	122	124	117	254	126	2	31	
121	127	134	123	125	117	254	126	2	32	
119	128	126	123	124	118	254	125	2	33	
120	127	134	123	125	118	254	126	2	34	
119	127	128	124	124	118	254	126	2	36	
119	127	127	123	125	117	254	126	2	37	
120	127	130	123	124	118	254	126	2	38	
119	127	125	123	125	119	254	127	2	39	
120	127	130	123	125	119	254	126	2	40	
121	127	127	123	125	119	254	126	2	41	
120	127	125	123	125	119	254	126	2	42	
120	126	129	123	124	120	254	126	2	43	
120	127	131	123	125	119	254	126	2	44	
121	127	134	123	124	119	254	127	2	45	
120	127	134	122	125	120	254	127	2	46	
121	127	131	123	124	121	254	126	2	47	
120	127	140	123	125	122	254	126	2	48	
120	127	132	124	124	121	254	127	2	49	
120	127	131	123	124	121	254	126	2	50	
121	127	127	123	125	121	254	126	2	51	
120	127	128	124	124	122	254	126	2	52	
120	127	126	124	125	121	254	126	2	53	
120	127	134	124	125	122	254	126	2	54	
120	127	135	124	125	122	254	125	2	55	
119	127	137	123	125	122	254	126	2	56	
120	127	139	124	125	123	254	126	2	57	
120	127	133	124	125	122	254	126	2	58	
120	128	131	124	125	122	254	126	2	59	
120	128	131	124	125	122	254	126	2	60	
120	127	134	124	125	123	254	125	2	61	
121	127	127	124	125	122	0	126	2	62	
121	128	128	125	124	123	0	126	2	63	
120	128	121	124	125	123	0	126	2	64	
120	128	117	126	125	123	0	126	2	65	
120	128	120	126	124	123	0	126	2	66	
121	127	107	125	124	123	0	126	2	67	
121	128	117	125	125	123	0	126	2	68	
120	128	120	125	125	124	0	126	2	70	
120	128	122	124	124	123	0	126	2	71	
120	127	121	124	125	124	0	126	2	72	
121	127	121	124	124	123	0	126	2	73	
120	128	124	123	124	124	0	126	2	74	
121	127	123	123	124	123	0	126	2	75	
121	127	125	123	124	124	0	126	2	76	
120	127	119	123	124	123	0	126	2	77	
121	128	128	123	124	124	0	126	2	78	
121	127	124	123	125	123	0	126	2	79	
120	127	124	122	124	124	0	126	2	80	
120	127	126	122	124	124	0	126	2	81	
121	127	115	122	124	124	0	126	2	82	
120	127	122	122	124	123	0	126	2	83	
120	127	118	123	124	123	0	127	2	84	
121	127	123	123	125	123	0	125	2	85	
120	127	124	123	124	123	0	126	2	86	
120	127	127	123	124	124	0	126	2	87	
120	127	133	123	125	123	0	126	2	88	
121	127	140	123	125	123	0	127	2	89	
119	127	137	123	124	124	0	126	2	90	
120	127	142	123	124	123	0	126	2	91	
120	127	134	123	124	123	0	126	2	92	
120	127	131	123	124	123	0	126	2	93	
120	127	131	123	125	123	0	126	2	94	
120	127	132	123	124	123	0	126	2	95	
120	127	134	123	125	123	254	126	2	96	
121	127	130	123	124	123	254	126	2	97	
120	127	135	122	125	123	254	126	2	98	
120	127	130	123	125	124	254	126	2	99	
120	127	129	123	124	123	254	126	2	100	
120	127	130	123	125	123	254	126	2	101	
120	127	130	123	125	124	254	126	2	102	
120	127	133	123	125	123	254	126	2	104	
121	127	126	123	124	124	254	126	2	105	
119	127	129	123	124	123	254	126	2	106	
120	127	121	123	124	123	254	126	2	107	
120	127	122	123	124	123	254	126	2	108	
120	127	124	123	125	123	254	126	2	109	
120	127	120	124	125	123	254	126	2	110	
120	126	124	123	124	123	254	126	2	111	
121	127	123	123	124	123	254	126	2	112	
121	127	126	124	125	123	254	126	2	113	
121	127	128	122	124	123	254	127	2	114	
121	127	131	123	125	123	254	126	2	115	
121	127	134	124	124	123	254	126	2	116	
120	126	136	123	125	123	254	126	2	117	
120	127	137	123	124	124	254	126	2	119	
121	127	132	124	124	123	254	125	2	120	
119	127	131	124	124	124	254	126	2	121	
120	127	128	124	124	123	254	125	2	122	
119	127	129	124	125	122	254	126	2	123	
120	127	123	124	125	123	254	125	2	124	
120	127	127	124	124	123	254	126	2	125	
121	126	118	124	125	123	254	126	2	126	
120	127	123	123	124	122	254	126	2	127	
120	127	119	123	124	122	254	126	2	128	
119	127	120	122	124	122	254	126	2	129	
120	128	118	123	125	122	244	126	2	130	
119	127	121	123	125	122	191	126	2	131	
120	127	123	124	124	122	141	126	2	132	
119	127	123	123	124	123	94	126	2	133	
119	128	127	124	124	124	49	126	2	134	
120	127	123	124	124	123	6	126	2	135	
120	128	131	124	125	123	0	126	2	136	
120	128	135	124	125	123	0	126	2	138	
120	127	128	124	125	123	0	126	2	139	
120	128	125	124	124	123	0	126	2	140	
119	127	126	125	124	123	0	126	2	141	
121	127	123	125	124	122	0	126	2	142	
120	127	125	126	123	124	0	126	2	143	
121	127	129	254	125	123	0	126	2	144	
120	127	125	254	123	123	0	126	2	145	
119	126	125	254	125	123	0	126	2	146	
120	127	119	254	124	122	0	127	2	147	
120	127	122	254	125	122	0	127	2	148	
120	127	110	254	125	123	0	127	2	149	
120	127	111	254	125	122	0	127	2	150	
120	127	100	254	126	123	0	126	2	151	
120	127	103	254	125	123	0	126	2	153	
120	127	102	254	126	122	0	126	2	154	
120	127	103	254	126	122	0	126	2	155	
120	127	108	254	126	122	0	126	2	156	
120	127	111	254	126	122	0	126	2	157	
120	127	118	254	125	122	0	126	2	158	
120	127	125	254	125	123	0	126	2	159	
120	127	125	254	125	122	0	126	2	160	
121	127	126	254	124	122	0	126	2	161	
120	127	131	254	125	122	0	126	2	162	
121	127	118	254	125	124	0	126	2	163	
120	128	124	254	125	123	0	126	2	164	
121	128	121	254	124	123	0	126	2	165	
120	127	121	254	125	123	0	126	2	166	
121	127	124	254	124	124	0	126	2	167	
121	127	129	254	124	122	0	126	2	168	
120	127	132	254	125	124	0	126	2	169	
120	127	133	254	124	123	0	126	2	170	
121	127	139	254	124	123	0	126	2	171	
121	127	128	212	125	122	0	126	2	172	
121	127	131	161	125	123	0	126	2	173	
120	127	129	112	124	123	0	126	2	174	
120	127	129	66	123	123	0	126	2	175	
121	127	134	22	125	122	0	126	2	176	
121	127	133	0	124	123	0	126	2	177	
121	128	129	0	125	123	0	125	2	178	
121	127	133	0	125	122	0	126	2	179	
121	128	130	0	124	123	0	126	2	180	
120	128	132	0	125	123	0	126	2	181	
120	128	133	0	125	123	0	125	2	182	
120	128	128	0	125	123	0	126	2	183	
121	128	134	0	125	123	0	125	2	184	
121	128	133	0	125	123	0	125	2	185	
121	128	134	0	125	123	0	126	2	187	
120	128	141	0	125	123	0	125	2	188	
120	128	141	0	124	123	0	125	2	189	
120	128	142	0	125	123	0	125	2	190	
120	128	139	0	125	123	0	125	2	191	
120	128	140	0	125	123	0	125	2	192	
122	128	123	0	125	123	0	126	2	193	
120	127	126	0	124	123	0	126	2	194	
121	128	130	0	124	125	0	125	2	195	
121	127	126	0	124	123	0	126	2	196	
120	128	128	0	125	123	0	125	2	197	
121	127	130	0	124	123	0	125	2	198	
120	128	135	254	125	123	0	126	2	199	
120	127	133	254	124	123	0	126	2	200	
120	127	131	254	125	123	0	126	2	201	
120	127	139	254	125	123	0	126	2	202	
120	127	138	254	125	123	0	125	2	203	
119	127	140	254	124	124	0	126	2	204	
121	127	137	254	126	123	0	126	2	205	
120	127	137	254	124	123	0	126	2	206	
120	127	132	254	124	123	0	126	2	207	
119	126	118	254	124	123	0	126	2	208	
120	126	123	254	124	123	0	126	2	209	
120	127	123	254	124	123	0	126	2	210	
119	126	119	254	125	122	0	126	2	211	
120	127	119	254	124	123	0	126	2	212	
120	127	125	254	125	123	0	126	2	213	
120	127	127	254	124	123	0	126	2	214	
120	127	129	254	124	123	0	126	2	215	
121	127	130	254	124	123	0	126	2	216	
120	127	120	254	124	123	0	126	2	217	
120	127	116	254	125	123	0	126	2	218	
120	127	114	254	126	122	0	126	2	219	
121	127	107	254	125	123	6	126	2	221	
121	127	111	254	124	122	12	126	2	222	
120	127	110	254	124	123	26	126	2	223	
120	127	118	254	125	122	32	126	2	224	
119	127	124	254	124	123	37	126	2	225	
119	127	127	254	124	124	43	126	2	226	
119	127	128	254	124	123	49	126	2	227	
119	127	130	254	125	123	54	125	2	228	
120	127	135	235	125	123	58	126	2	229	
120	127	123	205	124	124	64	125	2	230	
119	128	126	178	125	123	67	126	2	231	
121	127	118	150	123	124	73	126	2	232	
120	127	115	124	124	123	76	126	2	233	
120	128	116	100	124	124	81	124	2	234	
120	127	120	78	125	123	85	126	2	236	
120	128	122	56	125	124	89	125	2	237	
121	128	133	35	124	123	92	125	2	238	
119	128	134	16	125	124	96	126	2	239	
120	127	132	0	124	123	100	126	2	240	
120	127	135	0	125	123	103	125	2	241	
120	127	135	0	125	123	106	126	2	242	
120	127	132	0	125	122	109	125	2	243	
121	128	135	0	125	123	112	125	2	244	
121	128	131	0	125	123	115	126	2	245	
120	127	128	0	125	123	117	125	2	246	
120	128	125	0	124	123	120	126	2	247	
121	127	119	0	125	123	121	125	2	248	
120	128	112	0	125	123	124	125	2	249	
121	128	112	0	125	123	126	125	2	250	
120	127	100	0	125	124	128	126	2	251	
121	128	103	0	125	123	130	125	2	252	
121	128	105	0	125	123	131	125	2	253	
120	128	106	0	125	123	133	125	2	255	
120	128	112	0	125	123	135	126	2	0	
120	128	128	0	125	123	136	126	2	1	
120	128	133	0	125	123	139	125	2	2	
120	127	133	0	125	123	140	126	2	3	
120	127	125	0	125	123	140	125	2	4	
120	127	131	0	124	123	114	126	2	5	
121	127	125	0	125	123	0	126	2	6	
120	126	121	0	125	122	0	126	2	7	
120	127	120	0	125	123	0	126	2	8	
121	127	108	0	125	123	0	126	2	9	
120	127	116	0	125	123	0	126	2	10	
120	127	117	0	125	123	0	126	2	11	
120	127	118	0	125	123	11	126	2	12	
121	127	118	0	125	123	148	126	2	14	
120	127	124	0	125	123	220	126	2	15	
120	127	127	0	125	123	253	126	2	16	
120	128	127	0	125	123	254	126	2	17	
120	127	126	0	125	123	254	126	2	18	
120	127	120	0	125	123	254	126	2	19	
120	127	127	0	125	123	254	126	2	20	
120	127	129	0	125	123	254	126	2	21	
120	127	135	0	125	123	254	126	2	22	
120	127	129	0	125	123	254	126	2	23	
120	127	135	0	125	122	254	126	2	24	
120	127	145	0	125	123	249	126	2	25	
120	127	140	20	125	123	245	126	2	26	
121	127	143	83	125	123	241	126	2	27	
120	127	147	254	125	123	236	126	2	28	
120	127	140	254	125	124	232	126	2	29	
120	127	136	254	125	124	220	126	2	30	
121	127	132	254	125	123	82	126	2	31	
120	127	131	254	125	124	93	126	2	32	
120	127	132	254	125	124	116	126	2	33	
120	127	135	254	125	123	52	126	2	34	
120	127	137	254	124	124	60	126	2	35	
120	127	141	254	125	123	171	126	2	36	
120	127	138	254	125	123	155	126	2	37	
120	127	143	254	124	123	138	126	2	38	
120	127	137	254	125	123	0	126	2	39	
121	126	125	254	124	123	0	126	2	40	
120	127	128	254	125	123	0	126	2	41	
120	127	120	254	124	123	0	126	2	42	
120	127	113	254	124	123	0	126	2	43	
120	127	115	254	125	123	0	126	2	44	
121	127	121	254	124	123	0	126	2	45	
120	127	122	254	125	124	0	125	2	46	
120	127	127	254	125	124	0	126	2	48	
120	127	132	254	124	123	0	126	2	49	
121	127	129	254	124	124	0	126	2	50	
120	127	127	254	124	124	0	125	2	51	
120	127	128	254	124	123	0	125	2	52	
120	127	133	254	125	123	0	126	2	53	
121	127	130	254	125	123	0	125	2	54	
120	127	125	254	124	123	0	126	2	55	
120	127	131	254	125	126	0	126	2	56	
120	127	122	254	124	123	0	126	2	57	
121	127	119	254	124	123	0	125	2	58	
120	127	122	254	124	123	78	125	2	59	
120	127	124	254	125	123	254	126	2	60	
120	127	123	254	124	123	254	126	2	61	
119	127	121	254	124	123	254	126	2	62	
119	127	129	254	125	123	254	126	2	63	
119	127	129	229	125	122	254	126	2	64	
119	127	125	193	125	123	254	126	2	65	
119	127	123	159	126	124	254	126	2	66	
120	127	122	127	124	124	254	126	2	67	
120	127	113	96	125	123	254	126	2	68	
120	127	115	0	125	123	254	126	2	69	
120	127	111	0	125	123	254	125	2	70	
121	127	111	0	125	123	254	125	2	71	
121	127	113	0	125	123	254	126	2	72	
121	127	111	0	125	124	254	125	2	73	
120	128	116	0	125	123	254	125	2	74	
120	127	114	0	125	124	254	125	2	75	
120	128	124	0	125	123	254	125	2	76	
120	127	119	0	125	123	254	126	2	77	
120	128	130	0	125	123	254	126	2	78	
120	127	134	0	125	124	254	126	2	79	
120	127	125	0	125	123	254	125	2	80	
120	127	124	0	125	123	254	125	2	82	
121	127	127	0	125	124	254	125	2	83	
121	127	120	0	125	123	254	125	2	84	
120	127	124	0	125	123	254	125	2	85	
120	127	129	0	125	123	254	126	2	86	
121	128	131	0	125	124	254	125	2	87	
120	127	128	0	125	123	254	126	2	88	
120	127	134	0	125	124	254	125	2	89	
121	127	134	0	125	123	254	125	2	90	
120	127	132	0	125	123	254	125	2	91	
120	127	133	0	125	124	254	125	2	92	
121	127	137	0	125	123	254	126	2	93	
121	127	133	0	125	124	254	126	2	94	
121	128	129	0	125	124	254	126	2	95	
121	127	128	0	125	124	254	125	2	96	
120	127	120	0	125	124	254	123	2	97	
120	127	122	0	125	123	254	126	2	98	
120	128	126	0	124	124	254	125	2	99	
121	127	126	0	125	124	254	125	2	100	
120	127	129	34	124	124	254	125	2	101	
121	127	136	254	124	124	245	126	2	102	
119	127	130	254	124	124	200	126	2	103	
120	127	134	254	124	123	178	126	2	104	
120	127	121	254	124	123	158	126	2	105	
120	127	126	254	125	123	139	126	2	106	
120	128	123	254	124	123	121	126	2	107	
120	127	121	254	125	123	103	125	2	108	
120	128	124	254	124	124	87	126	2	109	
120	127	134	254	124	124	72	126	2	110	
120	127	137	254	125	123	58	126	2	111	
120	127	147	254	124	123	45	126	2	112	
120	127	148	254	125	124	32	126	2	113	
120	127	146	254	124	125	19	126	2	114	
120	127	144	254	125	123	9	126	2	116	
120	127	138	254	124	124	0	126	2	117	
120	127	135	254	124	124	0	126	2	118	
119	127	138	254	124	123	0	126	2	119	
120	127	132	254	124	124	0	126	2	120	
120	128	133	254	124	124	0	126	2	121	
120	127	128	254	123	124	0	126	2	122	
120	127	121	254	125	124	0	125	2	123	
120	127	121	254	124	124	0	126	2	124	
120	128	119	254	125	124	0	125	2	125	
121	127	112	254	124	123	0	126	2	126	
120	127	109	254	124	124	0	125	2	127	
121	128	106	254	124	124	0	125	2	128	
121	128	105	254	124	124	0	125	2	129	
121	127	103	254	125	124	0	125	2	131	
120	127	97	254	125	124	0	126	2	132	
121	127	105	254	124	124	0	125	2	133	
119	127	114	254	125	124	0	125	2	134	
121	128	113	254	125	124	0	126	2	135	
120	127	121	254	125	123	0	125	2	136	
120	128	119	254	124	125	0	125	2	137	
120	127	115	229	125	124	0	125	2	138	
121	127	113	189	123	124	0	125	2	139	
121	127	102	151	125	124	0	125	2	140	
121	127	108	0	125	124	0	125	2	141	
121	127	100	0	125	124	0	125	2	142	
120	127	104	0	125	124	0	125	2	143	
120	127	109	0	125	124	55	125	2	144	
121	127	117	0	125	124	254	125	2	145	
121	127	122	0	125	124	254	126	2	146	
120	127	123	0	125	124	254	125	2	147	
121	127	128	0	125	124	254	125	2	148	
120	127	121	0	126	124	254	125	2	150	
121	127	125	0	124	124	254	125	2	151	
121	127	129	0	125	124	254	126	2	152	
119	127	132	0	125	124	254	125	2	153	
120	127	129	0	125	124	254	125	2	154	
120	127	136	0	125	123	254	125	2	155	
120	127	139	0	125	124	254	125	2	156	
120	127	136	0	125	124	254	125	2	157	
119	127	133	0	125	124	254	125	2	158	
120	128	139	0	125	124	254	125	2	159	
119	127	140	0	125	124	254	125	2	160	
120	128	130	0	125	124	254	126	2	161	
120	127	132	0	125	124	254	125	2	162	
120	127	126	0	125	124	254	125	2	163	
120	128	129	0	125	124	254	125	2	165	
120	127	131	0	125	123	254	126	2	166	
120	127	131	0	124	123	254	125	2	167	
120	127	137	0	125	123	254	125	2	168	
121	127	130	0	123	124	254	125	2	169	
120	128	134	0	125	124	254	125	2	170	
120	127	129	0	125	124	254	125	2	171	
120	126	129	0	124	124	254	125	2	172	
120	127	126	0	125	126	254	125	2	173	
120	127	130	254	125	125	254	126	2	174	
121	127	126	254	125	124	254	126	2	175	
120	127	123	254	125	124	254	126	2	176	
121	127	131	254	125	124	254	126	2	177	
120	127	123	254	126	125	254	125	2	178	
120	127	131	254	126	124	254	126	2	179	
120	127	128	254	125	124	254	126	2	180	
120	127	131	254	125	123	254	126	2	181	
119	127	130	254	125	125	254	125	2	182	
120	127	127	254	126	124	254	126	2	183	
120	127	129	254	125	124	254	126	2	184	
120	127	136	254	124	125	254	126	2	185	
119	127	132	254	125	124	254	125	2	186	
121	127	141	254	125	123	207	125	2	187	
120	127	137	254	125	124	182	126	2	188	
120	127	135	254	124	124	159	126	2	189	
120	127	133	254	124	124	137	125	2	190	
121	127	130	254	125	125	116	125	2	191	
120	127	133	254	124	125	95	125	2	192	
120	127	125	254	124	124	75	126	2	193	
120	127	126	254	125	124	22	125	2	194	
120	127	121	254	124	124	0	126	2	195	
121	127	121	254	125	125	0	126	2	196	
121	127	126	254	126	125	0	126	2	197	
120	127	130	254	125	124	0	126	2	199	
120	127	134	254	124	124	0	126	2	200	
121	127	133	254	124	125	0	126	2	201	
119	127	138	254	124	124	0	126	2	202	
120	127	133	254	123	125	0	126	2	203	
120	127	131	254	125	124	0	125	2	204	
121	127	132	254	124	125	0	126	2	205	
120	127	123	254	125	124	0	126	2	206	
121	127	126	254	124	125	0	125	2	207	
121	128	120	218	123	125	0	125	2	208	
120	128	118	0	125	125	0	125	2	209	
120	127	118	0	124	124	0	126	2	210	
120	128	119	0	125	124	0	125	2	211	
121	128	121	0	124	124	0	125	2	212	
120	128	119	0	125	124	0	125	2	213	
120	128	126	0	124	124	0	123	2	214	
120	128	124	0	124	124	0	125	2	215	
120	128	128	0	125	124	0	125	2	216	
120	128	126	0	124	124	0	125	2	217	
120	127	130	0	125	124	0	125	2	218	
121	127	135	0	125	124	0	125	2	219	
120	127	135	0	125	124	0	125	2	220	
121	128	141	0	125	124	0	125	2	221	
121	127	141	0	124	124	0	125	2	222	
120	128	140	0	125	124	0	125	2	223	
121	127	142	0	124	124	0	125	2	224	
120	127	140	0	125	125	0	125	2	225	
120	127	133	0	125	124	0	125	2	226	
120	127	130	0	125	124	0	125	2	227	
120	128	123	0	125	124	0	126	2	228	
120	127	121	0	125	124	0	125	2	229	
120	127	123	0	125	124	0	125	2	230	
121	127	125	0	126	124	0	125	2	231	
120	127	122	0	125	124	0	125	2	233	
121	127	130	0	125	124	0	125	2	234	
120	127	125	0	125	124	0	125	2	235	
119	126	126	0	125	124	0	125	2	236	
121	127	128	0	125	124	0	125	2	237	
121	127	125	0	124	124	0	125	2	238	
120	127	123	0	125	124	0	125	2	239	
121	126	123	0	124	124	0	125	2	240	
120	127	120	0	125	124	0	125	2	241	
121	127	112	34	125	124	0	125	2	242	
120	127	114	254	124	124	0	126	2	243	
120	127	115	254	125	124	0	126	2	244	
121	127	118	254	124	124	0	126	2	245	
120	127	117	254	125	124	0	125	2	246	
120	127	120	254	126	124	0	126	2	248	
120	127	126	254	126	124	0	126	2	249	
119	127	117	254	125	124	0	126	2	250	
119	127	121	254	125	123	0	126	2	251	
119	127	116	254	126	125	0	126	2	252	
119	127	119	254	125	124	0	125	2	253	
119	127	119	254	125	124	0	125	2	254	
120	126	121	254	124	124	0	125	2	255	
119	127	121	254	125	124	0	125	2	0	
120	127	125	254	125	124	45	125	2	1	
120	128	115	254	125	124	92	125	2	2	
120	127	123	254	124	124	136	126	2	3	
120	127	114	254	125	124	178	126	2	4	
120	127	115	254	125	125	218	125	2	5	
121	128	114	254	125	124	254	125	2	6	
120	127	117	254	125	124	254	126	2	7	
120	127	122	254	125	124	254	125	2	8	
119	127	127	254	125	125	254	126	2	9	
121	127	130	254	125	125	254	125	2	11	
120	127	134	254	126	124	254	125	2	12	
120	127	133	254	125	125	254	125	2	13	
