-1.58691e-05, -1.58691e-05, -1.58691e-05, -1.58691e-05, -1.58691e-05, -1.58691e-05, -1.58691e-05, -1.58691e-05, -1.58691e-05, 1.01768e+06, -1, -1, 
-1.40625e-05, -1.40625e-05, -1.40625e-05, -1.40625e-05, -1.40625e-05, -1.40625e-05, -1.40625e-05, -1.40625e-05, -1.40625e-05, 1.01768e+06, -1, -1, 
-1.20605e-05, -1.20605e-05, -1.20605e-05, -1.20605e-05, -1.20605e-05, -1.20605e-05, -1.20605e-05, -1.20605e-05, -1.20605e-05, 1.01768e+06, -1, -1, 
-1.05469e-05, -1.05469e-05, -1.05469e-05, -1.05469e-05, -1.05469e-05, -1.05469e-05, -1.05469e-05, -1.05469e-05, -1.05469e-05, 1.01768e+06, -1, -1, 
-9.81445e-06, -9.81445e-06, -9.81445e-06, -9.81445e-06, -9.81445e-06, -9.81445e-06, -9.81445e-06, -9.81445e-06, -9.81445e-06, 1.01768e+06, -1, -1, 
-1.00586e-05, -1.00586e-05, -1.00586e-05, -1.00586e-05, -1.00586e-05, -1.00586e-05, -1.00586e-05, -1.00586e-05, -1.00586e-05, 1.01768e+06, -1, -1, 
-1.1084e-05, -1.1084e-05, -1.1084e-05, -1.1084e-05, -1.1084e-05, -1.1084e-05, -1.1084e-05, -1.1084e-05, -1.1084e-05, 1.01768e+06, -1, -1, 
-1.25977e-05, -1.25977e-05, -1.25977e-05, -1.25977e-05, -1.25977e-05, -1.25977e-05, -1.25977e-05, -1.25977e-05, -1.25977e-05, 1.01768e+06, -1, -1, 
-1.42578e-05, -1.42578e-05, -1.42578e-05, -1.42578e-05, -1.42578e-05, -1.42578e-05, -1.42578e-05, -1.42578e-05, -1.42578e-05, 1.01768e+06, -1, -1, 
-1.58203e-05, -1.58203e-05, -1.58203e-05, -1.58203e-05, -1.58203e-05, -1.58203e-05, -1.58203e-05, -1.58203e-05, -1.58203e-05, 1.01768e+06, -1, -1, 
-1.71387e-05, -1.71387e-05, -1.71387e-05, -1.71387e-05, -1.71387e-05, -1.71387e-05, -1.71387e-05, -1.71387e-05, -1.71387e-05, 1.01768e+06, -1, -1, 
-1.80664e-05, -1.80664e-05, -1.80664e-05, -1.80664e-05, -1.80664e-05, -1.80664e-05, -1.80664e-05, -1.80664e-05, -1.80664e-05, 1.01768e+06, -1, -1, 
-1.87988e-05, -1.87988e-05, -1.87988e-05, -1.87988e-05, -1.87988e-05, -1.87988e-05, -1.87988e-05, -1.87988e-05, -1.87988e-05, 1.01768e+06, -1, -1, 
-1.96777e-05, -1.96777e-05, -1.96777e-05, -1.96777e-05, -1.96777e-05, -1.96777e-05, -1.96777e-05, -1.96777e-05, -1.96777e-05, 1.01768e+06, -1, -1, 
-2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, -2.08008e-05, 1.01768e+06, -1, -1, 
-2.1875e-05, -2.1875e-05, -2.1875e-05, -2.1875e-05, -2.1875e-05, -2.1875e-05, -2.1875e-05, -2.1875e-05, -2.1875e-05, 1.01768e+06, -1, -1, 
-2.25586e-05, -2.25586e-05, -2.25586e-05, -2.25586e-05, -2.25586e-05, -2.25586e-05, -2.25586e-05, -2.25586e-05, -2.25586e-05, 1.01768e+06, -1, -1, 
-2.26074e-05, -2.26074e-05, -2.26074e-05, -2.26074e-05, -2.26074e-05, -2.26074e-05, -2.26074e-05, -2.26074e-05, -2.26074e-05, 1.01768e+06, -1, -1, 
-2.24609e-05, -2.24609e-05, -2.24609e-05, -2.24609e-05, -2.24609e-05, -2.24609e-05, -2.24609e-05, -2.24609e-05, -2.24609e-05, 1.01768e+06, -1, -1, 
